Contrato,Unidade Gestora,Aditivo,Tipo de Contrato,Empresa,Valor,link_id,url,pdf_url_contrato,pdf_file_contrato
125/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DESTAQUE CONSTRUTORA EIRELI ME,"R$ 169.598,88",1285,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1285,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1285/1543017903.pdf,1543017903.pdf
124/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,"R$ 108.972,87",1284,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1284,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1284/1543057695.pdf,1543057695.pdf
123/2018,Prefeitura Municipal de Macaé,1º Aditivo,Aquisição de Material,DISTRIBUIDORA DE ALIMENTOS CAMPISTA LTDA EPP,,1322,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1322,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1322/1547552654.pdf,1547552654.pdf
123/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,DISTRIBUIDORA DE ALIMENTOS CAMPISTA LTDA EPP,"R$ 319.454,72",1281,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1281,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1281/1541812288.pdf,1541812288.pdf
122/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,SEMARE ELEVADORES LTDA ME,"R$ 28.200,00",1280,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1280,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1280/1541851815.pdf,1541851815.pdf
122/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,SEMARE ELEVADORES LTDA ME,"R$ 1.625.920,18",1576,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1576,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1576/1572689819.pdf,1572689819.pdf
121/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DELFISS ENGENHARIA LTDA,"R$ 238.791,27",1279,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1279,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1279/1541827522.pdf,1541827522.pdf
120/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,DELFISS ENGENHARIA LTDA,"R$ 3.133.665,97",1271,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1271,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1271/1541674966.pdf,1541674966.pdf
120/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,DELFISS ENGENHARIA LTDA.,"R$ 232.344,95",1618,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1618,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1618/1576644363.pdf,1576644363.pdf
119/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,Delfiss Engenharia Ltda,"R$ 2.081.428,29",1492,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1492,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1492/1563999611.pdf,1563999611.pdf
119/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DELFISS ENGENHARIA LTDA,"R$ 6.954.438,20",1270,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1270,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1270/1541656582.pdf,1541656582.pdf
118/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,BANCO BRADESCO S/A,,1278,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1278,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1278/1542153452.pdf,1542153452.pdf
117/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,VALOR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA,,1276,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1276,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1276/1541831667.pdf,1541831667.pdf
116/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,L. P. DE OLIVEIRA ME,"R$ 151.995,00",1495,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1495,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1495/1564515386.pdf,1564515386.pdf
116/2018,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,L. P. OLIVEIRA ME,"R$ 759.975,00",1556,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1556,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1556/1571196775.pdf,1571196775.pdf
116/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,L. P. OLIVEIRA ME,"R$ 607.980,00",1274,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1274,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1274/1541819747.pdf,1541819747.pdf
115/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,PIROEX EIRELI - EPP,"R$ 410.000,00",1277,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1277,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1277/1541863487.pdf,1541863487.pdf
114/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,STARTEC INFORMÁTICA E GAMES VENDAS E ASSISTÊNCIA EIRELI,"R$ 5.680,00",1273,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1273,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1273/1541799978.pdf,1541799978.pdf
113/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,IMPRENSA NACIONAL,"R$ 117.093,76",1275,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1275,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1275/1541850920.pdf,1541850920.pdf
112/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,LLC COMÉRCIO E EMPREENDIMENTOS EIRELI ME,"R$ 295.687,51",1577,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1577,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1577/1572948149.pdf,1572948149.pdf
112/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,L L C COMERCIO E EMPREENDIMENTOS EIRELI ME,"R$ 295.687,51",1256,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1256,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1256/1539878488.pdf,1539878488.pdf
111/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,SIT MACAÉ TRANSPORTE S/A,"R$ 8.411.072,41",1253,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1253,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1253/1539733296.pdf,1539733296.pdf
110/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,L L C COMERCIO E EMPREENDIMENTOS EIRELI ME,"R$ 449.761,91",1252,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1252,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1252/1539287887.pdf,1539287887.pdf
109/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,SERCON CONSTRUÇÕES EIRELI EPP,"R$ 2.754.279,66",1251,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1251,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1251/1539373404.pdf,1539373404.pdf
109/2018,Fundo Municipal de Saúde – FMS,1º Aditivo,Obras e Serviços de Engenharia,SERCON CONSTRUÇÕES EIRELI,"R$ 446.594,43",1389,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1389,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1389/1551478567.pdf,1551478567.pdf
109/2018,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Prestação de Serviços,SERCON CONSTRUÇÕES EIRELI EPP,"R$ 2.754.279,66",1283,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1283,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1283/1543066480.pdf,1543066480.pdf
108/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TRAFEG SINALIZAÇÃO E SEGURANÇA DE TRÂNSITO LTDA,"R$ 455.520,00",1250,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1250,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1250/1539313826.pdf,1539313826.pdf
108/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,TRAFEG SINALIZAÇÃO E SEGURANÇA DE TRÂNSITO LTDA,"R$ 569.400,00",1527,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1527,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1527/1568046356.pdf,1568046356.pdf
107/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TELEMAR NORTE LESTE S/A,"R$ 1.583.930,64",1249,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1249,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1249/1538864999.pdf,1538864999.pdf
107/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,TELEMAR NORTE LESTE S/A,"R$ 1.583.930,64",1542,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1542,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1542/1569544218.pdf,1569544218.pdf
106/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,UP SOLUÇÕES LTDA EIRELI - ME,"R$ 388.500,00",1248,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1248,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1248/1538793910.pdf,1538793910.pdf
106/2018,Prefeitura Municipal de Macaé,Rescisão Contratual,Prestação de Serviços,UP SOLUÇÕES LTDA EIRELI - ME,,1375,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1375,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1375/1549945655.pdf,1549945655.pdf
105/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,DESTAQUE CONSTRUTORA EIRELI ME,"R$ 1.038.541,68",1549,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1549,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1549/1571139255.pdf,1571139255.pdf
105/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DESTAQUE CONSTRUTORA EIRELI ME,"R$ 1.038.541,68",1245,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1245,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1245/1538569420.pdf,1538569420.pdf
104/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,SEMARE ELEVADORES LTDA ME,"R$ 42.000,00",1244,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1244,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1244/1538533554.pdf,1538533554.pdf
104/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,SEMARE ELEVADORES LTDA ME,"R$ 42.000,00",1544,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1544,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1544/1569993786.pdf,1569993786.pdf
103/2018,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,"NEWEASY SOLUÇÕES EM TECNOLOGIA LTDA EPP,","R$ 1.309.880,25",1523,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1523,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1523/1567570688.pdf,1567570688.pdf
103/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,NEWEASY SOLUÇÕES EM TECNOLOGIA LTDA EPP,"R$ 1.262.858,80",1241,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1241,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1241/1537969770.pdf,1537969770.pdf
103/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,"NEWEASY SOLUÇÕES EM TECNOLOGIA LTDA EPP,","R$ 47.021,45",1494,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1494,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1494/1564518441.pdf,1564518441.pdf
102/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,KROFMAN COMÉRCIO E SERVIÇOS LTDA ME,"R$ 679.892,50",1363,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1363,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1363/1548227399.pdf,1548227399.pdf
102/2018,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,KROFMAN COMÉRCIO E SERVIÇOS LTDA ME,"R$ 158.862,18",1508,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1508,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1508/1566274382.pdf,1566274382.pdf
102/2018,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,KROFMAN COMÉRCIO E SERVIÇOS LTDA ME,"R$ 794.354,68",1545,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1545,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1545/1569964471.pdf,1569964471.pdf
102/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,KROFMAN COMÉRCIO E SERVIÇOS LTDA ME,"R$ 679.892,50",1240,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1240,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1240/1537999439.pdf,1537999439.pdf
101/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,LABORATÓRIO TAFURI DE PATOLOGIA LTDA,"R$ 313.489,56",1243,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1243,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1243/1538052008.pdf,1538052008.pdf
101/2018,Fundo Municipal de Saúde – FMS,1º Aditivo,Prestação de Serviços,LABORATÓRIO TAFURI DE PATOLOGIA LIMITADA,"R$ 76.004,16",1446,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1446,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1446/1558446667.pdf,1558446667.pdf
100/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,BANCO DO BRASIL S.A,,1236,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1236,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1236/1537232989.pdf,1537232989.pdf
099/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,MARTELL COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,,1237,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1237,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1237/1537270627.pdf,1537270627.pdf
098/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,MARTELL COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,"R$ 5.951,32",1238,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1238,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1238/1537368754.pdf,1537368754.pdf
097/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA,,1239,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1239,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1239/1537302619.pdf,1537302619.pdf
096/2018,Fundo Municipal de Saúde – FMS,1º Aditivo,Prestação de Serviços,IMN - INSTITUTO DE MEDICINA NUCLEAR LTDA,"R$ 667.458,00",1530,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1530,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1530/1568471002.pdf,1568471002.pdf
096/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,IMN - INSTITUTO DE MEDICINA NUCLEAR LTDA,"R$ 667.458,00",1231,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1231,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1231/1536808583.pdf,1536808583.pdf
095/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,SERCON CONSTRUÇÕES EIRELI EPP,"R$ 774.819,72",1529,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1529,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1529/1568068581.pdf,1568068581.pdf
095/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,SERCON CONSTRUÇÕES EIRELI EPP,"R$ 5.832.281,62",1230,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1230,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1230/1536096427.pdf,1536096427.pdf
094/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇÕES EIRELI,"R$ 197.888,38",1551,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1551,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1551/1571079104.pdf,1571079104.pdf
094/2018,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,ENGE- CAMPOS CONSTRUÇÕES EIRELI,"R$ 53.460,36",1552,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1552,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1552/1571158890.pdf,1571158890.pdf
094/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇÕES EIRELI,"R$ 1.716.333,40",1228,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1228,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1228/1535791746.pdf,1535791746.pdf
093/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TUPINAMBA ELEVADORES LTDA,"R$ 7.500,00",1227,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1227,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1227/1535744956.pdf,1535744956.pdf
092/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TELEFÔNICA BRASIL S/A,"R$ 263.615,40",1225,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1225,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1225/1535105910.pdf,1535105910.pdf
092/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,TELEFÔNICA BRASIL S/A,"R$ 224.053,20",1526,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1526,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1526/1568058129.pdf,1568058129.pdf
091/2018,Fundo Municipal de Saúde – FMS,1º Aditivo,Prestação de Serviços,I MARIZ LOCADORA DE VEÍCULOS LTDA,"R$ 391.554,36",1519,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1519,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1519/1567072497.pdf,1567072497.pdf
091/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,I MARIZ LOCADORA DE VEICULOS LTDA,"R$ 378.084,00",1224,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1224,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1224/1534939509.pdf,1534939509.pdf
090/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇÕES EIRELI,"R$ 271.367,01",1223,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1223,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1223/1534592366.pdf,1534592366.pdf
090/2018,Fundo Municipal de Saúde – FMS,1º Aditivo,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇÕES EIRELI,"R$ 111.129,17",1547,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1547,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1547/1570137192.pdf,1570137192.pdf
089/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,DECLINK - DESENVOLVIMENTO E CONSULTORIA DE INFORMÁTICA LTDA,"R$ 782.214,00",1509,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1509,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1509/1566289095.pdf,1566289095.pdf
089/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DECLINK - DESENVOLVIMENTO E CONSULTORIA DE INFORMÁTICA LTDA,"R$ 788.861,28",1222,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1222,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1222/1534565562.pdf,1534565562.pdf
088/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,WHITE MARTINS GASES INDUSTRIAIS LTDA,"R$ 739.397,50",1220,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1220,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1220/1533810840.pdf,1533810840.pdf
087/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇOES - EIRELI,"R$ 67.513,52",1468,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1468,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1468/1560893507.pdf,1560893507.pdf
087/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,ENGE-CAMPOS CONSTRUÇÕES EIRELI,"R$ 399.976,68",1219,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1219,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1219/1533312939.pdf,1533312939.pdf
086/2018,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,INTERSEA AMBIENTAL COMÉRCIO E SERVIÇOS LTDA - ME,"R$ 1.149.745,25",1561,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1561,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1561/1571688998.pdf,1571688998.pdf
086/2018,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,INTERSEA AMBIENTAL COMÉRCIO E SERVIÇOS LTDA-ME,"R$ 2.021.300,17",1217,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1217,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1217/1533112135.pdf,1533112135.pdf
085/2018,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,DINAMAN EQUIPAMENTOS PARA LABORATÓRIOS LTDA,"R$ 7.880,00",1215,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1215,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1215/1532787659.pdf,1532787659.pdf
084/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,L L C COMERCIO E EMPREENDIMENTOS EIRELI ME,"R$ 287.999,08",1214,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1214,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1214/1532711258.pdf,1532711258.pdf
083/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,ASP - ASSESSORIA SOCIAL E PESQUISA LTDA,"R$ 2.023.787,12",1205,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1205,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1205/1531590260.pdf,1531590260.pdf
082/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,GOVERNANÇABRASIL S/A TECNOLOGIA E GESTÃO EM SERVIÇOS,"R$ 936.780,61",1512,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1512,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1512/1566642861.pdf,1566642861.pdf
082/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,GOVERNANÇABRASIL S/A TECNOLOGIA E GESTÃO EM SERVIÇOS,"R$ 1.034.777,19",1204,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1204,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1204/1531600591.pdf,1531600591.pdf
081/2018,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,R. P. FILHO SERVIÇOS HIDRÁULICOS LTDA,"R$ 68.400,00",1477,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1477,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1477/1562313555.pdf,1562313555.pdf
081/2018,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,R. P. FILHO SERVIÇOS HIDRÁULICOS LTDA,"R$ 68.400,00",1203,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1203,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1203/1531210940.pdf,1531210940.pdf
